Title,Release Year,Director,DP,Editor,Production Designer,Writer,Producer,Actors,Studio,Country of Origin,Title in Original Language,TMDb ID,IMDb ID,Your Rating
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,Gilbert Taylor,Anthony Harvey,Ken Adam,Stanley Kubrick|Terry Southern|Peter George,Stanley Kubrick|Victor Lyndon,Peter Sellers|George C. Scott|Sterling Hayden|Keenan Wynn|Slim Pickens|Peter Bull|James Earl Jones|Tracy Reed|Jack Creley|Frank Berry,Hawk Films|Columbia Pictures,United Kingdom|United States of America,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,tt0057012,8.0
Drive,2011,Nicolas Winding Refn,Newton Thomas Sigel,Matthew Newman,Beth Mickle,Hossein Amini,Marc Platt|Adam Siegel|John Palermo|Michel Litvak|Gigi Pritzker,Ryan Gosling|Carey Mulligan|Bryan Cranston|Albert Brooks|Oscar Isaac|Christina Hendricks|Ron Perlman|Kaden Leos|Jeff Wolfe|James Biberi,FilmDistrict|Bold Films|Marc Platt Productions|OddLot Entertainment|Motel Movies|Newbridge Film Capital,United States of America,Drive,64690,tt0780504,10.0
Rififi,1955,Jules Dassin,Philippe Agostini,Roger Dwyre,Alexandre Trauner,René Wheeler|Auguste Le Breton,Henri Bérard|René Bezard|Pierre Cabaud,Jean Servais|Carl Möhner|Robert Manuel|Janine Darcey|Pierre Grasset|Robert Hossein|Marcel Lupovici|Dominique Maurin|Magali Noël|Marie Sabouret,Indusfilms|Société Nationale Pathé Cinéma|Prima Films,France,Du rififi chez les hommes,934,tt0048021,5.0
Duel,1971,Steven Spielberg,Jack A. Marta,Frank Morriss,,Richard Matheson,George Eckstein,Dennis Weaver|Jacqueline Scott|Eddie Firestone|Lou Frizzell|Gene Dynarski|Lucille Benson|Tim Herbert|Alexander Lockwood|Shirley O'Hara|Carey Loftin,Universal Television,United States of America,Duel,839,tt0067023,7.0
Dune,2021,Denis Villeneuve,Greig Fraser,Joe Walker,Patrice Vermette,Eric Roth|Denis Villeneuve|Jon Spaihts,Cale Boyter|Mary Parent|Denis Villeneuve|Joseph M. Caracciolo Jr.,Timothée Chalamet|Rebecca Ferguson|Oscar Isaac|Jason Momoa|Stellan Skarsgård|Stephen McKinley Henderson|Josh Brolin|Javier Bardem|Sharon Duncan-Brewster|Chang Chen,Legendary Pictures,United States of America,Dune,438631,tt1160419,10.0
Dune: Part Two,2024,Denis Villeneuve,Greig Fraser,Joe Walker,Patrice Vermette,Denis Villeneuve|Jon Spaihts,Cale Boyter|Mary Parent|Tanya Lapointe|Patrick McCormick|Denis Villeneuve,Timothée Chalamet|Zendaya|Rebecca Ferguson|Javier Bardem|Josh Brolin|Austin Butler|Florence Pugh|Dave Bautista|Christopher Walken|Léa Seydoux,Legendary Pictures,United States of America,Dune: Part Two,693134,tt15239678,10.0
Dunkirk,2017,Christopher Nolan,Hoyte van Hoytema,Lee Smith,Nathan Crowley,Christopher Nolan,Christopher Nolan|Emma Thomas,Fionn Whitehead|Tom Hardy|Mark Rylance|Kenneth Branagh|Cillian Murphy|Barry Keoghan|Harry Styles|Aneurin Barnard|Damien Bonnard|Lee Armstrong,Warner Bros. Pictures|Syncopy|Dombey Street Productions,United Kingdom|United States of America,Dunkirk,374720,tt5013056,9.0
E.T. the Extra-Terrestrial,1982,Steven Spielberg,Allen Daviau,Carol Littleton,James D. Bissell,Melissa Mathison,Kathleen Kennedy|Steven Spielberg,Henry Thomas|Drew Barrymore|Robert MacNaughton|Peter Coyote|Dee Wallace|Erika Eleniak|K.C. Martel|C. Thomas Howell|Sean Frye|David M. O'Dell,Universal Pictures|Amblin Entertainment,United States of America,E.T. the Extra-Terrestrial,601,tt0083866,8.0
Edge of Tomorrow,2014,Doug Liman,Dion Beebe,James Herbert|Laura Jennings,Oliver Scholl,Christopher McQuarrie|Jez Butterworth|John-Henry Butterworth,Jason Hoffs|Jeffrey Silver|Gregory Jacobs|Tom Lassally|Erwin Stoff,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong|Tony Way|Kick Gurry|Franz Drameh|Dragomir Mrsic|Charlotte Riley,RatPac Entertainment|Village Roadshow Pictures|VIZ Media|3 Arts Entertainment|Warner Bros. Pictures,United States of America,Edge of Tomorrow,137113,tt1631867,8.0
Edward Scissorhands,1990,Tim Burton,Stefan Czapsky,Colleen Halsey|Richard Halsey,Bo Welch,Caroline Thompson|Tim Burton,Denise Di Novi|Tim Burton,Johnny Depp|Winona Ryder|Dianne Wiest|Anthony Michael Hall|Kathy Baker|Robert Oliveri|Conchata Ferrell|Caroline Aaron|Dick Anthony Williams|O-Lan Jones,20th Century Fox|Tim Burton Productions,United States of America,Edward Scissorhands,162,tt0099487,8.0
Eighth Grade,2018,Bo Burnham,Andrew Wehde,Jennifer Lilly,Sam Lisenco,Bo Burnham,Christopher Storer|Lila Yacoub|Eli Bush|Scott Rudin,Elsie Fisher|Josh Hamilton|Emily Robinson|Jake Ryan|Daniel Zolghadri|Fred Hechinger|Imani Lewis|Luke Prael|Catherine Oliviere|Nora Mullins,A24|Scott Rudin Productions|IAC Films,United States of America,Eighth Grade,489925,tt7014006,8.0
Pan's Labyrinth,2006,Guillermo del Toro,Guillermo Navarro,Bernat Vilaplana,Eugenio Caballero,Guillermo del Toro,Guillermo del Toro|Álvaro Augustín|Alfonso Cuarón|Bertha Navarro|Frida Torresblanco,Ivana Baquero|Sergi López|Maribel Verdú|Doug Jones|Ariadna Gil|Álex Angulo|Roger Casamajor|Manolo Solo|César Vea|Ivan Massagué,Estudios Picasso|Esperanto Filmoj|Tequila Gang|Telecinco,Mexico|Spain|United States of America,El laberinto del fauno,1417,tt0457430,9.0
Elvis,2022,Baz Luhrmann,Mandy Walker,Jonathan Redmond|Matt Villa,Catherine Martin|Karen Murphy,Jeremy Doner|Baz Luhrmann|Sam Bromell|Craig Pearce,Gail Berman|Patrick McCormick|Schuyler Weiss|Baz Luhrmann|Catherine Martin,Austin Butler|Tom Hanks|Olivia DeJonge|Helen Thomson|Richard Roxburgh|Kelvin Harrison Jr.|David Wenham|Kodi Smit-McPhee|Luke Bracey|Dacre Montgomery,Warner Bros. Pictures|Bazmark|The Jackal Group,Australia|United States of America,Elvis,614934,tt3704428,8.0
Elysium,2013,Neill Blomkamp,Trent Opaloch,Julian Clarke|Lee Smith,Philip Ivey,Neill Blomkamp,Simon Kinberg|Neill Blomkamp|Bill Block,Matt Damon|Jodie Foster|Sharlto Copley|Diego Luna|Wagner Moura|Alice Braga|William Fichtner|Jose Pablo Cantillo|Faran Tahir|Maxwell Perry Cotton,TriStar Pictures|MRC|QED International|Alphacore|Genre Films,United States of America,Elysium,68724,tt1535108,8.0
Encanto,2021,Byron Howard|Jared Bush,Nathan Warner|Alessandro Jacomini|Daniel Rice,Jeremy Milton,Ian Gooding,Charise Castro Smith|Jared Bush|Jason Hand|Byron Howard|Lin-Manuel Miranda|Nancy Kruse,Clark Spencer|Yvett Merino,Stephanie Beatriz|María Cecilia Botero|John Leguizamo|Diane Guerrero|Jess Darrow|Carolina Gaitán|Angie Cepeda|Ravi Cabot-Conyers|Mauro Castillo|Rhenzy Feliz,Walt Disney Animation Studios,United States of America,Encanto,568124,tt2953050,8.0
End of Watch,2012,David Ayer,Roman Vasyanov,Dody Dorn,Devorah Herbert,David Ayer,John Lesher|David Ayer|Matt Jackson,Jake Gyllenhaal|Michael Peña|Natalie Martinez|Anna Kendrick|David Harbour|Frank Grillo|America Ferrera|Cody H. Carolin|Shondrella Avery|Hugh Daly,5150 Action|Exclusive Media|Hedge Fund Film Partners|Crave Films|Knightsbridge Entertainment|Le Grisbi Productions|Emmett/Furla Films,United States of America,End of Watch,77016,tt1855199,6.0
Enemy,2014,Denis Villeneuve,Nicolas Bolduc,Matthew Hannam,Patrice Vermette,Javier Gullón,Miguel A. Faura|Niv Fichman,Jake Gyllenhaal|Mélanie Laurent|Sarah Gadon|Isabella Rossellini|Joshua Peace|Tim Post|Kedar Brown|Darryl Dinn|Misha Highstead|Megan Mane,Rhombus Media|Roxbury Pictures|Mecanismo Films|micro_scope|Entertainment One|Pathé,Canada|France|Spain,Enemy,181886,tt2316411,8.0
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,Ellen Kuras,Valdís Óskarsdóttir,Dan Leigh,Pierre Bismuth|Charlie Kaufman|Michel Gondry,Steve Golin|Anthony Bregman,Jim Carrey|Kate Winslet|Kirsten Dunst|Mark Ruffalo|Elijah Wood|Tom Wilkinson|Jane Adams|David Cross|Deirdre O'Connell|Thomas Jay Ryan,Focus Features|Anonymous Content|This is that,United States of America,Eternal Sunshine of the Spotless Mind,38,tt0338013,5.0
Europa Report,2013,Sebastián Cordero,Enrique Chediak,Alex Kopit|Craig McKay|Aaron Yanes|Livio Sanchez,Eugenio Caballero,Philip Gelatt,Ben Browning,Anamaria Marinca|Michael Nyqvist|Sharlto Copley|Daniel Wu|Karolina Wydra|Christian Camargo|Embeth Davidtz|Dan Fogler|Isiah Whitlock Jr.,Wayfare Entertainment|Misher Films|Start Motion Pictures,United States of America,Europa Report,174772,tt2051879,4.0
Everything Everywhere All at Once,2022,Daniel Scheinert|Daniel Kwan,Larkin Seiple,Paul Rogers,Jason Kisvarday,Daniel Scheinert|Daniel Kwan,Mike Larocca|Daniel Scheinert|Tim Headington|Daniel Kwan|Virginie Besson-Silla|Jonathan Wang|Joe Russo|Anthony Russo,Michelle Yeoh|Stephanie Hsu|Ke Huy Quan|James Hong|Jamie Lee Curtis|Tallie Medel|Jenny Slate|Harry Shum Jr.|Biff Wiff|Sunita Mani,IAC Films|AGBO|Ley Line Entertainment|Year of the Rat|A24,United States of America,Everything Everywhere All at Once,545611,tt6710474,10.0
Ex Machina,2015,Alex Garland,Rob Hardy,Mark Day,Mark Digby,Alex Garland,Allon Reich|Andrew Macdonald,Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson|Claire Selby|Symara A. Templeman|Gana Bayarsaikhan|Tiffany Pisani|Elina Alminas,DNA Films|Film4 Productions|IAC Films|Scott Rudin Productions,United Kingdom|United States of America,Ex Machina,264660,tt0470752,8.0
Eye in the Sky,2015,Gavin Hood,Haris Zambarloukos,Megan Gill,Johnny Breedt,Guy Hibbert,Ged Doherty|Colin Firth|David Lancaster,Helen Mirren|Aaron Paul|Alan Rickman|Barkhad Abdi|Jeremy Northam|Phoebe Fox|Armaan Haggio|Aisha Takow|Monica Dolan|Richard McCabe,Raindog Films|Entertainment One Features,United Kingdom,Eye in the Sky,333352,tt2057392,6.0
Eyes Wide Shut,1999,Stanley Kubrick,Larry Smith,Nigel Galt,Roy Walker|Leslie Tomkins,Frederic Raphael|Stanley Kubrick,Brian W. Cook|Stanley Kubrick,Tom Cruise|Nicole Kidman|Sydney Pollack|Marie Richardson|Rade Šerbedžija|Todd Field|Vinessa Shaw|Alan Cumming|Sky du Mont|Fay Masterson,Warner Bros. Pictures|Stanley Kubrick Productions|Pole Star|Hobby Films,United Kingdom|United States of America,Eyes Wide Shut,345,tt0120663,7.0
F1,2025,Joseph Kosinski,Claudio Miranda,Stephen Mirrione|Patrick J. Smith,Mark Tildesley|Ben Munro,Ehren Kruger|Joseph Kosinski,Lewis Hamilton|Joseph Kosinski|Chad Oman|Jerry Bruckheimer|Brad Pitt|Jeremy Kleiner|Dede Gardner,Brad Pitt|Damson Idris|Javier Bardem|Kerry Condon|Tobias Menzies|Kim Bodnia|Sarah Niles|Will Merrick|Joseph Balderrama|Abdul Salis,Plan B Entertainment|Jerry Bruckheimer Films|Dawn Apollo Films|Apple Studios|Monolith Pictures,United States of America,F1,911430,tt16311594,7.0
Fantastic Mr. Fox,2009,Wes Anderson,Tristan Oliver,Ralph Foster|Stephen Perkins,Nelson Lowry,Noah Baumbach|Wes Anderson,Wes Anderson|Allison Abbate|Jeremy Dawson|Scott Rudin,George Clooney|Robin Hurlstone|Meryl Streep|Jason Schwartzman|Eric Chase Anderson|Wallace Wolodarsky|Willem Dafoe|Hugo Guinness|Michael Gambon|Bill Murray,Regency Enterprises|Indian Paintbrush|American Empirical Pictures,United States of America,Fantastic Mr. Fox,10315,tt0432283,8.0
Fargo,1996,Joel Coen,Roger Deakins,Joel Coen|Ethan Coen,Rick Heinrichs,Ethan Coen|Joel Coen,Ethan Coen,Frances McDormand|William H. Macy|Steve Buscemi|Peter Stormare|Harve Presnell|John Carroll Lynch|Kristin Rudrüd|Bruce Bohne|Steve Reevis|Steve Park,PolyGram Filmed Entertainment|Working Title Films,United Kingdom|United States of America,Fargo,275,tt0116282,9.0
Ferrari,2023,Michael Mann,Erik Messerschmidt,Pietro Scalia,Maria Djurkovic,Troy Kennedy Martin,P.J. van Sandwijk|Andrea Iervolino|Thomas Hayslip|Monika Bacardi|Gareth West|John Friedberg|Laura Rister|John Lesher|Lars Sylvest|Thorsten Schumacher|Michael Mann,Adam Driver|Penélope Cruz|Shailene Woodley|Gabriel Leone|Sarah Gadon|Jack O'Connell|Patrick Dempsey|Giuseppe Festinese|Michele Savoia|Valentina Bellè,STXfilms|Forward Pass|Storyteller Productions|Ketchup Entertainment|Esme Grace Media|Cecchi Gori USA|Red Sea Fund|Iervolino & Lady Bacardi Entertainment,United States of America|Italy|United Kingdom|Saudi Arabia,Ferrari,365620,tt3758542,6.0
Fight Club,1999,David Fincher,Jeff Cronenweth,James Haygood,Alex McDowell,Jim Uhls,Ross Grayson Bell|Ceán Chaffin|Art Linson,Edward Norton|Brad Pitt|Helena Bonham Carter|Meat Loaf|Jared Leto|Zach Grenier|Holt McCallany|Eion Bailey|Richmond Arquette|David Andrews,Fox 2000 Pictures|Regency Enterprises|Linson Entertainment|20th Century Fox|Taurus Film,Germany|United States of America,Fight Club,550,tt0137523,9.0
Finding Nemo,2003,Andrew Stanton,Sharon Calahan|Jeremy Lasky,David Ian Salter,Ralph Eggleston,Andrew Stanton|David Reynolds|Bob Peterson,Graham Walters,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Geoffrey Rush|Brad Garrett|Allison Janney|Austin Pendleton|Stephen Root|Vicki Lewis,Pixar,United States of America,Finding Nemo,12,tt0266543,8.0
Fire of Love,2022,Sara Dosa,Olivier Doat|Pablo Alvarez Mesa|Alain Gerente|Jón Björgvinsson|Roland Haas,Erin Casper|Jocelyne Chaput,,Sara Dosa|Erin Casper|Jocelyne Chaput|Shane Boris,Sara Dosa|Ina Fichman|Shane Boris,Alka Balbir|Guillaume Tremblay|Miranda July|Katia Krafft|Maurice Krafft,Sandbox Films|Cottage M|Intuitive Pictures|National Geographic Documentary Films|National Geographic,United States of America|Canada,Fire of Love,913823,tt16227014,7.0
First Man,2018,Damien Chazelle,Linus Sandgren,Tom Cross,Nathan Crowley,Josh Singer,Isaac Klausner|Marty Bowen|Damien Chazelle|Wyck Godfrey,Ryan Gosling|Claire Foy|Jason Clarke|Kyle Chandler|Corey Stoll|Patrick Fugit|Christopher Abbott|Ciarán Hinds|Olivia Hamilton|Pablo Schreiber,Universal Pictures|DreamWorks Pictures|Temple Hill Entertainment|Perfect World Pictures,United States of America,First Man,369972,tt1213641,8.0
Ford v Ferrari,2019,James Mangold,Phedon Papamichael,Michael McCusker|Andrew Buckland|Dirk Westervelt,François Audouy,John-Henry Butterworth|Jez Butterworth|Jason Keller,Peter Chernin|Jenno Topping|James Mangold,Matt Damon|Christian Bale|Jon Bernthal|Caitríona Balfe|Josh Lucas|Noah Jupe|Tracy Letts|Remo Girone|Ray McKinnon|JJ Feild,20th Century Fox|TSG Entertainment|Chernin Entertainment|Turnpike Films,United States of America,Ford v Ferrari,359724,tt1950186,8.0
Forrest Gump,1994,Robert Zemeckis,Don Burgess,Arthur Schmidt,Rick Carter,Eric Roth,Wendy Finerman|Steve Tisch|Steve Starkey,Tom Hanks|Robin Wright|Gary Sinise|Sally Field|Mykelti Williamson|Michael Conner Humphreys|Hanna Hall|Haley Joel Osment|Siobhan Fallon Hogan|Rebecca Williams,Paramount Pictures|The Steve Tisch Company|Wendy Finerman Productions,United States of America,Forrest Gump,13,tt0109830,10.0
Four Rooms,1995,Robert Rodriguez|Alexandre Rockwell|Allison Anders|Quentin Tarantino,Andrzej Sekula|Guillermo Navarro|Rodrigo García|Phil Parmet,Robert Rodriguez|Margaret Goodspeed|Sally Menke|Elena Maganini,Gary Frutkoff,Quentin Tarantino|Allison Anders|Alexandre Rockwell|Robert Rodriguez,Lawrence Bender,Tim Roth|Jennifer Beals|David Proval|Ione Skye|Madonna|Antonio Banderas|Quentin Tarantino|Paul Calderon|Bruce Willis|Lana McKissack,Miramax|A Band Apart,United States of America,Four Rooms,5,tt0113101,8.0
Foxcatcher,2014,Bennett Miller,Greig Fraser,Stuart Levy|Conor O'Neill|Jay Cassidy,Jess Gonchor,E. Max Frye|Dan Futterman,Bennett Miller|Megan Ellison|Jon Kilik|Anthony Bregman,Steve Carell|Channing Tatum|Mark Ruffalo|Sienna Miller|Vanessa Redgrave|Anthony Michael Hall|Guy Boyd|Brett Rice|Jackson Frazer|Samara Lee,Annapurna Pictures|Likely Story,United States of America,Foxcatcher,87492,tt1100089,4.0
Frank,2014,Lenny Abrahamson,James Mather,Nathan Nugent,Richard Bullock,Jon Ronson|Peter Straughan,Stevie Lee|David Barron|Ed Guiney|Andrew Lowe,Michael Fassbender|Domhnall Gleeson|Maggie Gyllenhaal|Scoot McNairy|François Civil|Carla Azar|Tess Harper|Bruce McIntosh|Hayley Derryberry|Lauren Poole,Runaway Fridge Productions|Element Pictures|Film4 Productions|Protagonist Pictures|BFI|Fís Éireann/Screen Ireland,Ireland|United Kingdom,Frank,171372,tt1605717,6.0
Frankenweenie,1984,Tim Burton,Thomas E. Ackerman,Ernest Milano,,Leonard Ripps|Tim Burton,Julie Hickson,Barret Oliver|Shelley Duvall|Daniel Stern|Joseph Maher|Roz Braverman|Paul Bartel|Sofia Coppola|Jason Hervey|Paul C. Scott|Helen Boll,Walt Disney Pictures,United States of America,Frankenweenie,33914,tt0087291,8.0
Free Solo,2018,Jimmy Chin|Elizabeth Chai Vasarhelyi,Jimmy Chin|Clair Popkin|Mikey Schaefer,Bob Eisenhardt,,,Jimmy Chin|Shannon Dill|Evan Hayes|Elizabeth Chai Vasarhelyi,Alex Honnold|Tommy Caldwell|Jimmy Chin|Sanni McCandless|Mikey Schaefer|Cheyne Lempe|Mark Synnott,National Geographic Documentary Films|Little Monster Films|Itinerant Media|Parkes+MacDonald Image Nation|National Geographic,United States of America,Free Solo,515042,tt7775622,6.0
From Russia with Love,1963,Terence Young,Ted Moore,Peter R. Hunt,,Richard Maibaum,Albert R. Broccoli|Harry Saltzman,Sean Connery|Daniela Bianchi|Pedro Armendáriz|Robert Shaw|Lotte Lenya|Bernard Lee|Lois Maxwell|Eunice Gayson|Walter Gotell|Francis de Wolff,EON Productions|United Artists,United Kingdom,From Russia with Love,657,tt0057076,8.0
Frost/Nixon,2008,Ron Howard,Salvatore Totino,Daniel P. Hanley|Mike Hill,Michael Corenblith,Peter Morgan,Eric Fellner|Tim Bevan|Brian Grazer|Ron Howard,Frank Langella|Michael Sheen|Kevin Bacon|Rebecca Hall|Toby Jones|Matthew Macfadyen|Oliver Platt|Sam Rockwell|Clint Howard|Patty McCormack,Universal Pictures|Imagine Entertainment|Working Title Films|StudioCanal|Relativity Media,France|United Kingdom|United States of America,Frost/Nixon,11499,tt0870111,8.0
Full Metal Jacket,1987,Stanley Kubrick,Douglas Milsome,Martin Hunter,Anton Furst,Michael Herr|Gustav Hasford|Stanley Kubrick,Stanley Kubrick,Matthew Modine|Adam Baldwin|Vincent D'Onofrio|R. Lee Ermey|Dorian Harewood|Kevyn Major Howard|Arliss Howard|Ed O'Ross|John Terry|Kieron Jecchinis,Natant|Stanley Kubrick Productions|Warner Bros. Pictures,United Kingdom|United States of America,Full Metal Jacket,600,tt0093058,8.0
Funny Games,2008,Michael Haneke,Darius Khondji,Monika Willi,Kevin Thompson,Michael Haneke,Hamish McAlpine|Andro Steinborn|Chris Coen|Christian Baute|Hengameh Panahi|Andrea Occhipinti|Rene Bastian,Naomi Watts|Tim Roth|Michael Pitt|Brady Corbet|Devon Gearhart|Boyd Gaines|Siobhan Fallon Hogan|Robert LuPone|Susi Haneke|Linda Moran,Celluloid Dreams|Halcyon Pictures|Tartan Films|X Filme International|Lucky Red|Belladonna Productions|Kinematograf|Wega Film|Serenity Films,United States of America|Austria|France|United Kingdom|Germany|Italy,Funny Games,8461,tt0808279,8.0
Furiosa: A Mad Max Saga,2024,George Miller,Simon Duggan,Eliot Knapman|Margaret Sixel,Colin Gibson,George Miller|Nico Lathouris,George Miller|Doug Mitchell,Anya Taylor-Joy|Chris Hemsworth|Tom Burke|Alyla Browne|George Shevtsov|Lachy Hulme|John Howard|Angus Sampson|Charlee Fraser|Elsa Pataky,Warner Bros. Pictures|Kennedy Miller Mitchell|Domain Entertainment,Australia|United States of America,Furiosa: A Mad Max Saga,786892,tt12037194,8.0
Fury,2014,David Ayer,Roman Vasyanov,Jay Cassidy|Dody Dorn,Andrew Menzies,David Ayer,Ethan Smith|Bill Block|John Lesher|David Ayer,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael Peña|Jon Bernthal|Jim Parrack|Brad William Henke|Kevin Vance|Xavier Samuel|Jason Isaacs,Columbia Pictures|QED International|LStar Capital|Le Grisbi Productions|Crave Films,United States of America,Fury,228150,tt2713180,7.0
Gangster Squad,2013,Ruben Fleischer,Dion Beebe,James Herbert|Alan Baumgarten,Maher Ahmad,Will Beall,Dan Lin|Michael Tadross|Kevin McCormick,Josh Brolin|Ryan Gosling|Sean Penn|Nick Nolte|Emma Stone|Anthony Mackie|Giovanni Ribisi|Robert Patrick|Michael Peña|Mireille Enos,Village Roadshow Pictures|Lin Pictures|Langley Park Production|Warner Bros. Pictures,United States of America,Gangster Squad,82682,tt1321870,7.0
Gattaca,1997,Andrew Niccol,Sławomir Idziak,Lisa Zeno Churgin,Jan Roelfs,Andrew Niccol,Danny DeVito|Stacey Sher|Michael Shamberg,Ethan Hawke|Uma Thurman|Jude Law|Alan Arkin|Loren Dean|Gore Vidal|Tony Shalhoub|Ernest Borgnine|Blair Underwood|Xander Berkeley,Jersey Films|Columbia Pictures,United States of America,Gattaca,782,tt0119177,8.0
George Washington,2000,David Gordon Green,Tim Orr,Zene Baker|Steven Gonzales,Richard A. Wright,David Gordon Green,Lisa Muskat|Sacha W. Mueller|David Gordon Green,Donald Holden|Damian Jewan Lee|Curtis Cotton III|Rachael Handy|Candace Evanofski|Paul Schneider|Eddie Rouse|Janet Taylor|Derricka Rolle|Ebony Jones,Youandwhatarmy Filmed Challenges|Blue Moon Productions|Down Home Entertainment,United States of America,George Washington,18292,tt0262432,5.0
Get Out,2017,Jordan Peele,Toby Oliver|Denson Baker,Gregory Plotkin,Rusty Smith,Jordan Peele,Jason Blum|Edward H. Hamm Jr. 	|Sean McKittrick|Jordan Peele,Daniel Kaluuya|Allison Williams|Catherine Keener|Bradley Whitford|Caleb Landry Jones|Marcus Henderson|Betty Gabriel|LaKeith Stanfield|Stephen Root|Lil Rel Howery,Monkeypaw Productions|Blumhouse Productions|QC Entertainment,United States of America,Get Out,419430,tt5052448,7.0
